,TMIN,TMAX,PRCP,SNOW
1968-03-26,14.600676001931435,179.40659605199806,15158.0,1900.5
1968-03-27,32.81524360829715,190.07294174289842,22643.5,463
1968-03-28,47.80274566473989,208.6957149735195,16736.0,443
1968-03-29,56.12373371924747,218.1661049590756,7424.0,295.5
1968-03-30,52.506059137178866,218.8974793989336,13718.0,416.0
1968-03-31,34.25206010664081,198.8764534883721,44317.0,363
1968-04-01,28.021634615384617,168.9433237271854,57700.5,648.0
1968-04-02,30.028564570331252,149.2337974075852,67832.5,9216.5
1968-04-03,29.258056758056757,145.4469260326609,113059.0,19166.5
1968-04-04,11.385040885040885,149.9298076923077,109464.5,6354.0
1968-04-05,3.153198653198653,142.78674351585013,70068.0,1491.0
1968-04-06,6.560299083453931,147.35301204819277,24061.0,4240.0
1968-04-07,22.13743961352657,161.35014478764478,21474.0,3294.0
1968-04-08,33.21136254212807,169.2839654344695,36692.5,1534.5
1968-04-09,36.30432692307692,183.96894559460762,58132.5,913
1968-04-10,36.67795389048992,199.37968299711815,29436.5,929.0
1968-04-11,38.92084942084942,214.05710843373495,14303.0,501.5
1968-04-12,47.068192771084334,205.5860655737705,10773.5,2854.5
1968-04-13,46.546399226679554,189.12886847195358,42961.0,7515.0
1968-04-14,41.45663759689923,194.46974830590514,62365.5,3188.0
1968-04-15,36.27777777777778,200.44361445783133,45310.5,728.0
1968-04-16,44.80732177263969,188.25577478344562,21161.5,3098.5
1968-04-17,44.437891189215215,179.65293834296725,53027.0,6476.0
1968-04-18,44.82265060240964,178.10274302213668,27358.0,4028.5
1968-04-19,55.86230139624458,181.08798076923077,55891.5,2760.5
1968-04-20,57.45180722891566,186.9725697786333,112319.0,1477.5
1968-04-21,55.7107677450507,187.18771084337348,34268.0,3645.0
1968-04-22,53.68470418470419,182.21709894332372,67684.0,6493.0
1968-04-23,41.88047138047138,177.73977873977873,89950.0,2850.5
1968-04-24,25.389316650625602,165.5274302213667,70485.0,1653.5
1968-04-25,22.303751803751805,166.88990384615386,49574.0,895.5
1968-04-26,33.74674698795181,181.2527684159846,15647.5,1207.5
1968-04-27,46.018330921369994,190.18939759036144,40800.5,1832.5
1968-04-28,46.01111648139198,202.24951690821257,47163.5,1350.0
1968-04-29,51.1667468719923,221.051898125901,47137.5,16
1968-04-30,58.03518072289157,237.1643407122233,27772.5,208
1968-05-01,62.73036144578313,240.760953298026,7647.5,397
1968-05-02,68.47757955641273,246.1266891891892,2877.0,54
1968-05-03,74.17798651252409,241.76565510597302,16615.5,38
1968-05-04,65.21632061805892,219.45200192957068,45407.0,64
1968-05-05,50.105135658914726,199.27697145621673,29570.0,257.0
1968-05-06,47.40805984555985,184.94444444444446,33463.5,1313.0
1968-05-07,47.14179104477612,188.67156626506025,56183.5,1199.5
1968-05-08,61.59353905496625,210.17332691381802,55238.5,180.5
1968-05-09,73.04389773275446,217.42361445783132,58086.0,51
1968-05-10,73.63515473887814,206.00386473429953,104134.5,878.0
1968-05-11,72.40503875968992,198.74443368828653,130863.5,1131.5
1968-05-12,82.69089147286822,207.61586840832123,120473.5,312.0
1968-05-13,94.87313072841293,215.74349083895854,82876.0,1490.0
1968-05-14,99.36100386100387,226.14450867052022,124380.0,582.5
1968-05-15,101.51373493975903,231.003367003367,61397.0,919.5
1968-05-16,84.08948383984563,222.3955619874578,90633.5,1111.5
1968-05-17,75.79257115291847,215.4935064935065,62329.5,259.0
1968-05-18,71.96008708272859,207.3769342359768,71490.0,573.0
1968-05-19,71.06446161274746,207.3417752050169,50404.5,38.5
1968-05-20,68.06843373493976,204.9715936446798,45509.0,86
1968-05-21,68.18394406943105,208.66040462427745,28685.0,38
1968-05-22,76.79567307692308,213.4183085055262,50306.5,45
1968-05-23,87.32135969141756,211.86295761078998,81827.0,249.5
1968-05-24,93.8225806451613,215.85209235209234,83266.0,68
1968-05-25,96.63175675675676,223.18963855421686,93913.5,103.5
1968-05-26,96.59661016949153,221.76707021791768,127591.5,105
1968-05-27,94.13813886210222,222.7492781520693,106983.0,64
1968-05-28,91.80600961538461,232.761893320519,66061.0,0
1968-05-29,98.51542168674699,243.40052986512524,57550.5,73
1968-05-30,104.05716353111433,248.32561505065124,48397.0,10
1968-05-31,106.02934044616877,247.93247821878026,51264.5,5
1968-06-01,111.6712626995646,259.6648936170213,71544.5,0
1968-06-02,123.74492753623188,274.1023166023166,68533.0,0
1968-06-03,128.56737247353223,279.2623738587218,46884.5,0
1968-06-04,128.95544315992294,277.33309283309285,50760.0,13
1968-06-05,132.04843373493975,270.6044776119403,47909.5,0
1968-06-06,136.87566137566137,265.76921229586935,54527.0,66
1968-06-07,141.25409047160733,263.74459394521864,64162.0,5
1968-06-08,139.24216111915098,263.5961445783133,83510.0,25
1968-06-09,141.45353339787027,267.19845485272816,92801.0,51
1968-06-10,140.14375301495417,271.122468659595,80636.0,0
1968-06-11,138.11821239788563,274.0700575815739,68195.0,20
1968-06-12,130.27975047984646,275.69457773512477,56242.5,0
1968-06-13,124.09744947064485,275.66778846153846,50926.5,0
1968-06-14,117.34119345524543,270.7769489894129,41004.0,0
1968-06-15,118.24588974854932,271.01038145823276,40887.0,0
1968-06-16,125.26613680154142,275.4284682080925,59904.0,0
1968-06-17,129.85697115384616,280.87331730769233,61887.0,0
1968-06-18,134.42874337987482,285.65560365560367,50099.5,0
1968-06-19,142.75084337349398,294.34874759152217,33272.5,0
1968-06-20,143.76216867469878,292.8074145402022,49443.0,0
1968-06-21,137.1035559827006,291.8229918229918,59473.5,0
1968-06-22,146.52746987951807,294.6686746987952,40141.0,0
1968-06-23,154.47543352601156,293.01660250240616,54027.5,0
1968-06-24,154.45454545454547,283.2347429120615,117756.5,0
1968-06-25,146.18415984593165,274.3324519230769,161372.0,0
1968-06-26,132.35697115384616,269.44497837578086,147776.0,0
1968-06-27,125.01640135069947,271.3836705202312,56339.5,0
1968-06-28,126.03362151777138,276.9452186448823,38020.0,6.5
1968-06-29,136.73357487922706,282.22498791686803,26902.5,461
1968-06-30,143.18444013572469,284.79990310077517,45359.0,33
1968-07-01,137.88856729377713,288.344578313253,35038.5,5
1968-07-02,135.39590361445784,287.51447178002894,52052.0,0
1968-07-03,130.12288749396427,285.53254580520735,42479.5,0
1968-07-04,132.51599612215222,283.1335433834222,51709.0,0
1968-07-05,134.73115942028986,283.7060810810811,55282.5,0
1968-07-06,142.41194968553458,290.6242746615087,42441.5,0
1968-07-07,148.3308361527308,301.5009666505558,21480.5,0
1968-07-08,155.46544224262928,306.54771084337347,36127.5,0
1968-07-09,155.11614457831325,298.26878612716763,68778.0,0
1968-07-10,151.41763005780348,296.9278822961891,56822.5,0
1968-07-11,157.7324011571842,306.62722891566267,42569.5,0
1968-07-12,164.23515210043456,307.16948334138095,61265.5,0
1968-07-13,164.50120948234155,305.19966118102616,51992.5,0
1968-07-14,169.55410628019322,307.6041465766634,51124.5,0
1968-07-15,173.6834376504574,309.24843524313917,42759.0,0
1968-07-16,172.3040019286403,311.87060240963854,56464.5,0
1968-07-17,170.46719729860106,310.89841116995666,69031.0,0
1968-07-18,164.0517822736031,312.1967726396917,56823.0,0
1968-07-19,162.3766265060241,312.3575216972035,49529.5,0
1968-07-20,160.0777239709443,309.0904692791485,44181.5,0
1968-07-21,156.34447674418604,311.4318622696411,24630.0,0
1968-07-22,160.22575976845152,310.15701881331404,35357.5,0
1968-07-23,163.0718418514947,305.21951807228913,69763.0,0
1968-07-24,163.58220829315331,300.44012554321586,74202.5,0
1968-07-25,164.50867888138862,301.3334136933462,79104.5,0
1968-07-26,165.96476833976834,304.9268822393822,65743.5,0
1968-07-27,166.28671837130392,305.0387596899225,74433.0,0
1968-07-28,160.5988824101069,301.2401555663588,56719.5,0
1968-07-29,151.44412191582003,298.67900338655056,43894.5,0
1968-07-30,154.22826086956522,296.7075882068632,40339.0,0
1968-07-31,150.72802331228752,286.85172581429265,70479.0,0
1968-08-01,147.66948742746615,288.53727008712485,67130.0,0
1968-08-02,154.31996133397777,298.45962282398455,55477.5,0
1968-08-03,164.5535108958838,306.50702859912747,43925.5,0
1968-08-04,168.38718323586744,311.3167398731088,49199.0,0
1968-08-05,171.28054080154516,315.7148380860319,49950.5,0
1968-08-06,175.1612747464993,320.84541062801935,29784.0,0
1968-08-07,176.59739004349927,321.30711519845113,45174.0,0
1968-08-08,175.48722891566266,316.33301158301157,55336.0,0
1968-08-09,171.74314574314573,305.4809730250482,70816.5,0
1968-08-10,158.65388326097442,285.5596618357488,90091.0,0
1968-08-11,135.2956081081081,276.43333333333334,73269.0,0
1968-08-12,135.3457087753134,279.3371924746744,38942.0,0
1968-08-13,145.85091522157995,282.1446480231437,47762.0,0
1968-08-14,147.69860375541646,268.5739402697495,86043.0,0
1968-08-15,144.3232177263969,271.6651398264224,103090.0,0
1968-08-16,150.11343930635837,282.58124397299906,59397.0,0
1968-08-17,147.5893895348837,278.93517174649253,69831.5,0
1968-08-18,147.57690441533236,273.5237748665696,66597.0,13
1968-08-19,155.4257831325301,284.42409638554216,55134.5,13
1968-08-20,161.60226179018287,292.1603273952817,64053.5,0
1968-08-21,167.2255421686747,295.51467757459096,29373.5,20.5
1968-08-22,162.0004812319538,297.3340558766859,33823.0,0
1968-08-23,161.42939759036145,298.0865477338476,65310.0,0
1968-08-24,151.04857419043017,299.03848015488865,49482.5,0
1968-08-25,141.86880466472303,290.49174757281554,38066.0,0
1968-08-26,133.32048192771083,278.613416988417,26163.5,0
1968-08-27,125.93927710843373,269.10791887976825,34844.5,0
1968-08-28,120.04164660568127,262.225168756027,49845.0,0
1968-08-29,114.6951395572666,257.65679190751445,56210.5,8
1968-08-30,112.38368725868726,261.7407049734428,42407.0,0
1968-08-31,116.41212268743914,265.76741354115927,30216.0,0
1968-09-01,118.13474658869396,268.289435248296,45852.0,0
1968-09-02,120.66286407766991,268.22016561130056,34646.5,0
1968-09-03,122.57564040599323,265.2411793136781,47869.0,38.5
1968-09-04,120.03049370764762,257.0713594581519,98117.5,83.5
1968-09-05,115.99975810353169,254.99927395934174,94744.0,0
1968-09-06,113.46639264990328,261.8384131591679,69114.5,0
1968-09-07,113.76797862001943,271.84086491739555,38975.5,0
1968-09-08,118.8432799611839,273.0564985451018,39581.0,0
1968-09-09,115.31996133397777,268.98357487922704,60291.0,0
1968-09-10,111.49034282955094,265.293194980695,54776.5,0
1968-09-11,108.69126869271587,263.7825772200772,54812.5,0
1968-09-12,106.23199613339777,262.6274746499276,24126.5,0
1968-09-13,104.09521507974867,266.4598646034816,14492.5,0
1968-09-14,113.87330097087379,266.4306498545102,31038.0,3
1968-09-15,114.8415937803693,256.50897622513344,52593.0,13
1968-09-16,118.11317567567568,244.54196816208395,89380.5,141
1968-09-17,109.30752532561505,237.35173577627774,114007.0,124
1968-09-18,103.25289855072464,243.93798262548262,112361.0,0
1968-09-19,100.97226242161119,243.1167549350024,52508.0,0
1968-09-20,103.72641509433963,246.62934362934362,36827.0,725.5
1968-09-21,108.67877906976744,246.56055447470817,34244.5,1316.5
1968-09-22,112.51338199513383,249.36674757281554,47681.5,388.5
1968-09-23,113.46378561081603,254.77700096432017,54878.5,56
1968-09-24,101.5922259777885,253.54973442781264,66502.5,8
1968-09-25,90.81800580832527,250.75253991291729,44729.0,41
1968-09-26,84.16747104247104,250.05550193050192,23499.0,26
1968-09-27,81.4231884057971,249.47753623188405,21712.5,99
1968-09-28,83.6247572815534,241.30786026200875,15468.0,201
1968-09-29,82.40928988326849,239.63563441905688,12998.5,185
1968-09-30,85.23719806763285,251.99589570255915,6845.0,257
1968-10-01,96.42383469485824,257.9713666987488,7635.0,82
1968-10-02,93.77076332213154,247.34887073522344,22658.0,28.5
1968-10-03,72.52399232245682,222.7203267659779,39585.5,201.5
1968-10-04,48.15233061028352,200.6148843930636,53759.0,47.5
1968-10-05,45.49566891241579,187.6266891891892,36166.0,219.5
1968-10-06,52.69874577906416,194.3753623188406,94762.0,157
1968-10-07,69.53100961538462,198.44937319189972,77865.5,149.0
1968-10-08,67.3901151631478,195.63612313612313,26391.5,937.0
1968-10-09,59.51941514860978,194.1273381294964,96232.0,212
1968-10-10,59.613690761129725,198.84325492078733,56017.5,86
1968-10-11,73.77015355086372,206.5653846153846,24460.5,8
1968-10-12,92.1917510853835,222.86992263056092,38615.0,102
1968-10-13,106.86,233.28523166023166,33757.5,402
1968-10-14,106.70240384615384,235.0820895522388,37731.0,637.0
1968-10-15,109.31857555341675,227.60168674698795,35700.5,1057.0
1968-10-16,91.37752646775746,212.19354838709677,103423.5,1474.0
1968-10-17,68.14858377340374,192.26826923076922,121885.5,1329.0
1968-10-18,49.4404132628544,186.45518072289155,73547.0,727.5
1968-10-19,44.583615273078784,189.49152952565345,101654.5,159
1968-10-20,40.41067117334621,202.66562047320136,56420.5,346
1968-10-21,45.37818356559347,202.84615384615384,10840.5,173
1968-10-22,41.08826358826359,196.64381914381914,26224.0,465
1968-10-23,44.29697260932244,187.7318596828448,11588.0,128
1968-10-24,33.478856319077366,182.29186717998076,18541.5,52.5
1968-10-25,24.600672753483902,181.79282964388835,27560.5,145.5
1968-10-26,21.78155105973025,187.38765670202508,9983.0,142.0
1968-10-27,21.38472692121798,183.72176640926642,12207.5,343.0
1968-10-28,19.124458353394317,175.63301204819277,14535.5,474.0
1968-10-29,15.346394230769231,181.32877041306435,15578.0,562.5
1968-10-30,24.42675312199808,187.6859404990403,22208.5,643.0
1968-10-31,37.371813371813374,189.4427333974976,7000.0,636.5
1968-11-01,40.576479076479075,187.37091346153846,9701.5,3257.5
1968-11-02,41.56415822479498,174.84474445515912,58247.5,3495.5
1968-11-03,35.49299178347027,162.73587638821826,81858.0,3159.0
1968-11-04,28.23533653846154,148.3953823953824,54149.5,4466.5
1968-11-05,29.70639115809707,133.27785782901057,21223.5,5306.5
1968-11-06,27.192510801728275,114.68635926993275,37721.5,5038.5
1968-11-07,17.293990384615384,100.61857897263562,54970.0,4878.0
1968-11-08,0.6781084973595776,90.31676272814602,77199.0,6451.0
1968-11-09,-2.5541062801932366,90.14555125725339,85570.5,6397.0
1968-11-10,-9.380618656355727,86.60888459681313,76567.0,13245.5
1968-11-11,-21.508919961427193,91.51638554216868,72900.5,7500.5
1968-11-12,-19.715898174831892,92.23618452666987,94694.0,17697.0
1968-11-13,-17.746282973621103,96.47435282837968,35569.5,17450.0
1968-11-14,-10.860738255033556,100.77721822541966,29410.0,3788.5
1968-11-15,6.444097888675624,104.78273381294964,119456.0,7503.0
1968-11-16,18.409003370245546,104.39937258687259,84644.0,10569.5
1968-11-17,11.529610014443909,98.05004812319538,49800.5,10535.0
1968-11-18,-4.637740384615385,95.03796251802018,104705.0,5649.0
1968-11-19,-20.94599135861738,84.72502401536984,37939.5,6619.0
1968-11-20,-27.902731193100145,95.66418626980317,7513.5,5103.5
1968-11-21,-18.40052732502397,123.4930388862218,8980.0,1867.0
1968-11-22,-1.5862895493767977,144.74363898223714,21231.5,2438.0
1968-11-23,11.36722891566265,144.653346172364,7655.5,1033.0
1968-11-24,3.0552073288331725,132.87439729990356,40595.0,1358.5
1968-11-25,-7.120450191570881,113.22432821497121,25408.5,7558.5
1968-11-26,-17.4242206235012,103.63614573346116,34276.0,7570.5
1968-11-27,-17.326839826839826,98.63365384615385,102146.5,4711.0
1968-11-28,-13.782808716707022,95.07861635220125,150307.0,6082.0
1968-11-29,-24.971793635486982,91.92302123552123,67654.5,4376.5
1968-11-30,-27.410852713178294,78.14912706110572,43860.5,4373.5
1968-12-01,-23.186805219913,65.77769714562167,120895.0,15068.5
1968-12-02,-16.452907256126863,74.54882154882155,51252.5,15586.0
1968-12-03,-21.313936781609197,81.30570196454241,53632.0,5314.0
1968-12-04,-30.671860019175455,93.69798657718121,91483.5,8724.0
1968-12-05,-48.3049424184261,77.83955938697318,45613.0,14262.5
1968-12-06,-63.54865771812081,62.30848513902205,8394.0,7652.5
1968-12-07,-69.1041366041366,52.67341040462428,9665.5,6389.5
1968-12-08,-71.35074626865672,53.11054913294798,17119.5,7473.0
1968-12-09,-64.70783277270543,60.04906204906205,14023.0,3012.0
1968-12-10,-51.54630518234165,73.53001921229587,42600.0,2235.5
1968-12-11,-40.43299711815562,89.84213051823417,31852.0,7617.0
1968-12-12,-32.88317307692308,90.94807692307693,28134.5,14584.0
1968-12-13,-62.32757793764988,71.8139423076923,76197.5,14193.5
1968-12-14,-75.55922002888782,46.37626384207992,51726.5,6706.0
1968-12-15,-81.97927710843373,36.76025084418717,49726.0,13567.5
1968-12-16,-78.6732245681382,45.759606147934676,30797.5,11976.0
1968-12-17,-65.38798076923077,51.299326275264676,15112.5,11104.0
1968-12-18,-50.55048076923077,56.54110576923077,36506.5,17533.5
1968-12-19,-52.07747834456208,57.15360576923077,88698.0,39748.5
1968-12-20,-60.89347408829175,39.334935127342625,24932.0,19604.0
1968-12-21,-67.26157184185149,23.211872586872587,55643.5,20369.5
1968-12-22,-67.15759036144578,29.715009652509654,162832.5,45761.5
1968-12-23,-81.39519230769231,30.203953712632593,99666.5,31467.5
1968-12-24,-90.37253012048193,17.172139063254466,44682.0,15962.0
1968-12-25,-93.68643655809431,13.619036027263876,36741.0,18420.0
1968-12-26,-74.3344562078922,32.84884281581485,38370.5,25102.0
1968-12-27,-55.43879518072289,44.92943159922929,88259.5,19492.0
1968-12-28,-68.8675193050193,48.062168674698796,181822.0,38627.0
1968-12-29,-98.64433734939759,21.738164251207728,27594.5,12544.5
1968-12-30,-119.87955854126679,2.2445835339431874,19296.5,14350.0
1968-12-31,-136.8176357520423,0.5649038461538461,51626.0,17791.0
1969-01-01,-128.58527131782947,5.255566311713456,29284.5,15520.5
1969-01-02,-103.17059672762271,12.711640211640212,15343.5,10036.5
1969-01-03,-103.82357177148344,9.65625,26824.0,9764.5
1969-01-04,-117.17822736030828,7.075494452484322,28951.5,5052.0
1969-01-05,-94.02200193423597,34.269156159068864,35536.5,7680.5
1969-01-06,-67.8777082330284,56.55988455988456,41984.0,25711.5
1969-01-07,-67.87295869356389,57.006481036965916,43498.5,25336.0
1969-01-08,-74.39126260201633,62.226487523992326,27815.5,27337.5
1969-01-09,-90.84682080924856,41.11934552454283,31082.5,20403.0
1969-01-10,-107.42805582290664,6.035834535834536,20788.5,11302.5
1969-01-11,-103.44012554321584,4.868599033816425,31279.5,17171.0
1969-01-12,-91.86563557274046,25.933606953162723,31601.5,11427.0
1969-01-13,-69.79257115291847,43.48460798460798,50549.5,8865.5
1969-01-14,-44.25925925925926,57.34326923076923,39523.0,4819.0
1969-01-15,-28.628119001919387,64.69419107057129,33992.5,12879.5
1969-01-16,-38.764409221902014,68.46805955811719,56356.5,10969.0
1969-01-17,-36.8546371936569,62.394711538461536,51549.5,13994.0
1969-01-18,-37.519806763285025,61.554295366795365,68578.5,11436.5
1969-01-19,-36.59344894026975,55.9821686746988,110100.0,13490.0
1969-01-20,-28.022847522847524,58.37102983638113,114561.0,8422.0
1969-01-21,-22.39947216890595,60.517505995203834,93239.5,12647.5
1969-01-22,-28.94791166586654,63.24508393285372,45812.5,19604.0
1969-01-23,-64.97260932244113,48.85659472422062,51380.5,16828.0
1969-01-24,-97.58337337818357,22.080931796349663,48891.0,13319.0
1969-01-25,-102.35610816030903,4.062952243125904,78243.5,17508.0
1969-01-26,-88.71676300578035,20.210260115606935,71063.5,36048.0
1969-01-27,-69.75745192307693,30.085096153846155,37587.0,31938.0
1969-01-28,-67.67243035542748,29.915425276309467,56407.5,23876.5
1969-01-29,-56.79126679462572,33.402444870565674,100964.5,22752.5
1969-01-30,-59.98033573141487,49.787223823246876,150863.5,24257.0
1969-01-31,-74.01922152811149,47.393371757925074,63654.5,13346.5
1969-02-01,-63.44597202122528,48.74167872648336,76739.5,14138.5
1969-02-02,-56.15528846153846,51.89577329490874,62962.0,5366.0
1969-02-03,-77.97793764988009,60.27700432069131,40199.0,6912.5
1969-02-04,-87.1985153256705,60.495201535508635,15635.0,10573.5
1969-02-05,-67.96927508401345,59.84896584896585,22078.5,9396.5
1969-02-06,-44.910244135950215,65.60666347075743,59812.5,16271.0
1969-02-07,-39.531654676258995,68.51271593090212,32534.5,13038.5
1969-02-08,-53.659605199807416,69.27274915743861,42776.5,5409.0
1969-02-09,-56.09195955705344,69.11482908040443,78758.0,16207.0
1969-02-10,-50.571702637889686,78.23180076628353,26247.5,17076.5
1969-02-11,-47.1573275862069,83.21759923481588,24548.0,4512.0
1969-02-12,-57.33037428023032,65.13878235858101,20802.0,7440.5
1969-02-13,-66.02846889952153,46.28441682600383,26098.5,11870.0
1969-02-14,-61.67200956937799,38.17614722753346,93960.0,18124.5
1969-02-15,-48.54028776978417,37.44484412470024,122903.0,28040.5
1969-02-16,-45.88304514889529,41.36232580490149,58477.5,20410.5
1969-02-17,-51.8311004784689,47.38433908045977,16917.5,5856.0
1969-02-18,-58.137906309751436,51.252390057361374,14509.5,2416.0
1969-02-19,-55.69094393866794,50.10095923261391,23826.0,10192.5
1969-02-20,-47.11374521072797,51.430588798468165,46292.0,27707.0
1969-02-21,-36.5431654676259,60.69409788867562,52147.5,17097.5
1969-02-22,-33.85525048169557,64.06090515166105,81009.5,8895.0
1969-02-23,-23.175421686746986,62.042932947419196,56377.5,15246.0
1969-02-24,-17.431654676258994,72.55083932853717,51945.0,19570.0
1969-02-25,-14.012195121951219,84.03586800573888,58560.5,29993.5
1969-02-26,-19.639607279693486,83.36097794822626,31357.5,21820.5
1969-02-27,-32.04342610364683,79.89391762452107,22364.0,17335.5
1969-02-28,-41.11996161228407,78.89779270633397,39549.0,15061.0
1969-03-01,-40.61169956668272,72.5074555074555,37786.5,14954.0
1969-03-02,-44.444925444925445,67.97207510832932,28365.0,18187.0
1969-03-03,-48.70691310609698,60.70907345175228,43748.0,16203.5
1969-03-04,-57.62505989458553,57.68669219722355,17066.5,7685.0
1969-03-05,-61.22507190795781,61.300431241015815,21526.0,7325.0
1969-03-06,-43.381294964028775,64.25407088122606,69069.0,12537.0
1969-03-07,-55.788249400479614,53.271223021582735,62923.5,21548.0
