,TMIN,TMAX,PRCP,SNOW,line1,line2,line3
1968-02-19,3.1045013797022496,3.196997134433693,1.7449093732362102,0.6331003077102141,1,2,3
1968-02-20,3.101146611075469,3.19074686938106,1.7492720898110794,0.6644736554955007,1,2,3
1968-02-21,3.0922146948931517,3.1756598536289826,1.7590162745953175,0.7005899597721635,1,2,3
1968-02-22,3.0832691671821544,3.1577266648303817,1.7664193043566057,0.72233626979566,1,2,3
1968-02-23,3.0790195932041,3.14923307413323,1.7774221256609644,0.7379487440622113,1,2,3
1968-02-24,3.078301676955719,3.149409017289734,1.7637748771443982,0.7256621589181403,1,2,3
1968-02-25,3.079068305887977,3.1546496306162246,1.7639764259960822,0.7198323961387096,1,2,3
1968-02-26,3.0817038503732377,3.1615812421861325,1.7580127055485146,0.6820575119846946,1,2,3
1968-02-27,3.083415359407648,3.169865698360692,1.7407447894307935,0.6386914677704467,1,2,3
1968-02-28,3.0817921016006804,3.173740436301971,1.7274922881943615,0.6216619261349997,1,2,3
1968-02-29,3.078697286724552,3.174057469174747,1.7198061031725156,0.6156663053678337,1,2,3
1968-03-01,3.0776029352882546,3.1781518218434694,1.677519559917513,0.6085096786865212,1,2,3
1968-03-02,3.07387899313062,3.182491137856066,1.6498933233431905,0.5852080863043494,1,2,3
1968-03-03,3.067971970868709,3.1853534258424543,1.6141102415284008,0.5821498977936523,1,2,3
1968-03-04,3.066881177408553,3.1927978028370614,1.5489746629180856,0.5574894338277551,1,2,3
1968-03-05,3.0703770229964737,3.203163383114108,1.5266634707319562,0.5443182727490962,1,2,3
1968-03-06,3.07464129059725,3.2119033261560856,1.530342970860439,0.5418711399826868,1,2,3
1968-03-07,3.0790117167599367,3.2195210234347265,1.5402025433111781,0.5441000385547077,1,2,3
1968-03-08,3.0861437401463876,3.2309038502954204,1.5648370509797134,0.5466839314162671,1,2,3
1968-03-09,3.097410777276313,3.2445566364056186,1.5892821558667227,0.5503313522518132,1,2,3
1968-03-10,3.1080845145659453,3.2565722938703257,1.6402797088131504,0.5758356551026792,1,2,3
1968-03-11,3.115225238705212,3.2647607120417304,1.6919688286291983,0.5946809052354384,1,2,3
1968-03-12,3.1210045886937268,3.2751878565070855,1.8079026887224119,0.6268224373849723,1,2,3
1968-03-13,3.127132250877119,3.2891050974566776,1.8606724292178272,0.6612990754144631,1,2,3
1968-03-14,3.1357357331848372,3.308302139928589,1.866421695614168,0.6466381022354456,1,2,3
1968-03-15,3.1477895829687172,3.3370394744962835,1.8649205172555803,0.6130213069318454,1,2,3
1968-03-16,3.162807784714545,3.3683602417584475,1.8820574835544108,0.587797798744426,1,2,3
1968-03-17,3.1761894169623677,3.396544253532723,1.9159260410605494,0.5892395993220191,1,2,3
1968-03-18,3.190267706429842,3.4187067416503734,1.9494989176712796,0.6127055947972968,1,2,3
1968-03-19,3.203345378202299,3.4414859450780826,1.9686976793794269,0.6232477612808892,1,2,3
1968-03-20,3.212733442933792,3.461733727869617,1.9920659592339929,0.6302428946583544,1,2,3
1968-03-21,3.217157770297435,3.4725712975742846,2.0053879208091407,0.6371725577775029,1,2,3
1968-03-22,3.220916488265961,3.4799633267417818,2.0322254219525795,0.642737529734409,1,2,3
1968-03-23,3.228296813569282,3.498369681785006,2.0418155034716885,0.6500134577753206,1,2,3
1968-03-24,3.23784237460522,3.526479809119076,2.0267710773222625,0.6368903082194272,1,2,3
1968-03-25,3.24792155126171,3.5541336156594157,2.0086965862331128,0.6161580597525225,1,2,3
1968-03-26,3.258586029582828,3.5788526204734206,2.0088271564873112,0.6126546734852728,1,2,3
1968-03-27,3.270329972696805,3.6019011983066345,2.0190294758553207,0.6033477125419191,1,2,3
1968-03-28,3.282349876433214,3.6275834463742265,2.0259667797389884,0.6018709944932238,1,2,3
1968-03-29,3.294190930479594,3.6558043806811953,2.023788837533786,0.589177038852961,1,2,3
1968-03-30,3.306685812295593,3.686579748748804,2.00874592964313,0.5631184211483483,1,2,3
1968-03-31,3.3196823695534774,3.713798447872783,2.0020625545387016,0.526097172412288,1,2,3
1968-04-01,3.3297184405342604,3.7289418441444946,2.027551462329912,0.4868790327860505,1,2,3
1968-04-02,3.339097842948411,3.7385035790925034,2.074255759040187,0.50400168767777,1,2,3
1968-04-03,3.3512395177510212,3.748524069926594,2.153118674317173,0.5535001127543338,1,2,3
1968-04-04,3.3588568498969438,3.7546624119346257,2.231135160330024,0.5707798962660129,1,2,3
1968-04-05,3.3614445312718306,3.756256653887867,2.2725600917331947,0.5702735929350317,1,2,3
1968-04-06,3.364174593605733,3.761124892718562,2.2739333567904314,0.5795238129878444,1,2,3
1968-04-07,3.3695170415170814,3.769447764199691,2.275248548449725,0.5814937403158577,1,2,3
1968-04-08,3.3740731591263255,3.7769358652214517,2.270368105634372,0.5749787221660472,1,2,3
1968-04-09,3.3765676762992642,3.7886151173240696,2.283270648224377,0.560002036852481,1,2,3
1968-04-10,3.3801632946399285,3.808261767474287,2.2500291315901446,0.5331155841038213,1,2,3
1968-04-11,3.3884408087071893,3.835967220544207,2.202674260997033,0.5088872238428132,1,2,3
1968-04-12,3.4000510830748847,3.8634925922689902,2.0830449590582543,0.4661904311580234,1,2,3
1968-04-13,3.4130896058177695,3.886957217108008,2.0519696181237586,0.4378359897284439,1,2,3
1968-04-14,3.423173982758428,3.908522008844331,2.0807577022216304,0.42496890162729967,1,2,3
1968-04-15,3.429393896780336,3.924613624778515,2.097842668157597,0.42228171124706293,1,2,3
1968-04-16,3.4338054949143606,3.93291015485945,2.076740389516879,0.42704358136861936,1,2,3
1968-04-17,3.4367324197119484,3.9379839054887267,2.064260681994248,0.4258243796693025,1,2,3
1968-04-18,3.4394402407383784,3.9455027238998435,2.0437262321334155,0.40643208915594287,1,2,3
1968-04-19,3.4459935915337425,3.9552037450768234,2.0426790131469823,0.39064648242851013,1,2,3
1968-04-20,3.454874191179993,3.9690662736229414,2.071224934971079,0.3724602995628042,1,2,3
1968-04-21,3.465898032966088,3.987454756917673,2.0417858974256786,0.3619530505503139,1,2,3
1968-04-22,3.4774506945947095,4.006206460406049,2.031797652544203,0.34145213032946087,1,2,3
1968-04-23,3.488393295420999,4.019944295974476,2.052017822839698,0.3027170157201365,1,2,3
1968-04-24,3.494611512180403,4.025791942219481,2.089986438153539,0.29210937897822753,1,2,3
1968-04-25,3.4974746592019397,4.026550685824226,2.112389484995238,0.29049299104512355,1,2,3
1968-04-26,3.5002521887632216,4.02699668525572,2.112761078829134,0.2884765070889741,1,2,3
1968-04-27,3.502167566875996,4.027024818729482,2.126544591070285,0.29246146347850754,1,2,3
1968-04-28,3.5019076543841203,4.025467542318833,2.1496430004285285,0.2951006423359788,1,2,3
1968-04-29,3.5011885419608357,4.0261646939699585,2.1797906852547086,0.29428735623822444,1,2,3
1968-04-30,3.501990654240867,4.030577613326699,2.1904598691944157,0.29368212007245376,1,2,3
1968-05-01,3.5061220148674055,4.040696096014416,2.162622974215791,0.2937810529072432,1,2,3
1968-05-02,3.511990977908718,4.059342099924122,2.12100484438417,0.2920526380876865,1,2,3
1968-05-03,3.518395755403144,4.08169600183147,2.082124514679095,0.26534513737842536,1,2,3
1968-05-04,3.5236122377256245,4.099574192634011,2.030767893533622,0.2097608880676817,1,2,3
1968-05-05,3.5292293801632866,4.111495510173964,1.970117630893833,0.19201990295852822,1,2,3
1968-05-06,3.5356494537795373,4.1216799929525205,1.9423300793252252,0.19150196047051293,1,2,3
1968-05-07,3.5415366299863837,4.131661754163107,1.9667152129908292,0.1826547462300043,1,2,3
1968-05-08,3.54726054496881,4.143456487903463,1.9923468371063962,0.1735951173736242,1,2,3
1968-05-09,3.553039069663174,4.155086093305205,2.008587271601691,0.16927844500862024,1,2,3
1968-05-10,3.558454670487031,4.16040930234085,2.043508741564649,0.1691766023845723,1,2,3
1968-05-11,3.563637615564122,4.1602558384302615,2.12050495768423,0.16976583470942117,1,2,3
1968-05-12,3.5699873562386863,4.158699759785876,2.2011021040409595,0.16921442964493297,1,2,3
1968-05-13,3.5769224411680525,4.161153596698449,2.255837230513813,0.16524402220169204,1,2,3
1968-05-14,3.5845842808084862,4.170095857349192,2.3176447859008418,0.145071908167051,1,2,3
1968-05-15,3.5932967922870227,4.178921670955415,2.3169095690915915,0.13847105123411438,1,2,3
1968-05-16,3.6002328590685404,4.184224835659533,2.351315590202221,0.13958695541475408,1,2,3
1968-05-17,3.6047279038315234,4.190804943289166,2.3825674287186995,0.13132460881520655,1,2,3
1968-05-18,3.6087205617894638,4.197502522912955,2.3965832345516223,0.1141481228222046,1,2,3
1968-05-19,3.6125274737076327,4.204566105916037,2.414078509920113,0.10253806368073792,1,2,3
1968-05-20,3.614298223091378,4.210335923497686,2.4061968490816623,0.09475583230884503,1,2,3
1968-05-21,3.615855139251985,4.215575283700553,2.3427078221071382,0.09056719067121563,1,2,3
1968-05-22,3.618913936427597,4.221912087280376,2.3548831187464345,0.08009194934056901,1,2,3
1968-05-23,3.623793621929691,4.229073951670603,2.365619485636703,0.06192468010504339,1,2,3
1968-05-24,3.6313288882547425,4.238281147345078,2.360545464828207,0.053828191493231106,1,2,3
1968-05-25,3.6416640626911643,4.252211218359486,2.37833072762172,0.04931801814253603,1,2,3
1968-05-26,3.6524417627453234,4.2654684772597244,2.4375561044061005,0.047017829733681536,1,2,3
1968-05-27,3.661202770489413,4.275493229071812,2.506891566338229,0.043690485716571976,1,2,3
1968-05-28,3.6678452106646304,4.285777918228328,2.5260675541648308,0.03835829690034699,1,2,3
1968-05-29,3.675462035020338,4.295719204720438,2.533952631085513,0.03464249601722595,1,2,3
1968-05-30,3.683134872747018,4.302308005679908,2.5349087545457616,0.034625037281674875,1,2,3
1968-05-31,3.6900974081673463,4.304909378823534,2.5527422220552136,0.034034350062196746,1,2,3
1968-06-01,3.697197287828683,4.309476204110135,2.601248312360486,0.0328791637265671,1,2,3
1968-06-02,3.705214948104762,4.316234573028092,2.6510897112537517,0.03272203510660741,1,2,3
1968-06-03,3.7131052420160806,4.3252930529256695,2.6740677986044927,0.03261146311478391,1,2,3
1968-06-04,3.722351906629382,4.339276001723315,2.678131418201721,0.03246306386259975,1,2,3
1968-06-05,3.734239459585875,4.356507343615293,2.692053471555612,0.031715248023161925,1,2,3
1968-06-06,3.7472185667984355,4.376033039707163,2.708043393353898,0.02808674081779627,1,2,3
1968-06-07,3.7608714825287226,4.394169226944643,2.7141001071511126,0.024610997548502548,1,2,3
1968-06-08,3.7721360048076567,4.407075143408342,2.7355618335555683,0.024158525318803786,1,2,3
1968-06-09,3.7820602229657903,4.419099779326364,2.7619150101514576,0.024158525318803786,1,2,3
1968-06-10,3.7917086567319718,4.434831170878388,2.744076608301004,0.021603730349829414,1,2,3
1968-06-11,3.8012416978702293,4.453028380461155,2.696503108445049,0.018369499588992266,1,2,3
1968-06-12,3.808145436124207,4.46947487605871,2.6477434689252286,0.017461645340336226,1,2,3
1968-06-13,3.8123850218477813,4.4839514239660065,2.6234896646432073,0.013126059345151927,1,2,3
1968-06-14,3.814993416444872,4.49473375577681,2.5601964930499808,0.011431107102068133,1,2,3
1968-06-15,3.8174207580461488,4.504398674421856,2.5446267493662216,0.008755555878865473,1,2,3
1968-06-16,3.8233942745404343,4.517210395844135,2.5212990829337465,0.005521325118028326,1,2,3
1968-06-17,3.8312374225850223,4.533004889913681,2.52096316818094,0.004767689700073473,1,2,3
1968-06-18,3.840299780060118,4.551915498013084,2.5047250110738,0.0031003804549455507,1,2,3
1968-06-19,3.8506993573220636,4.572934694799589,2.4917196064521443,0.002988353568492802,1,2,3
1968-06-20,3.8616802832024977,4.594154125308052,2.494706021452237,0.002738111692260688,1,2,3
1968-06-21,3.8716784838558302,4.614244593205722,2.5180784765184203,0.002627539700437196,1,2,3
1968-06-22,3.8817945085546794,4.633873105601319,2.510361546756487,0.002496599183804113,1,2,3
1968-06-23,3.891536581765015,4.6534782520066145,2.4892581294216916,0.0017706067638051314,1,2,3
1968-06-24,3.9003324895384495,4.669756593308097,2.515440881470677,0.0015727410942262506,1,2,3
1968-06-25,3.90752108005988,4.682111704960992,2.566650611080177,0.00127157790597016,1,2,3
1968-06-26,3.912708852518714,4.693629762726377,2.581973258149159,0.0009660500338263001,1,2,3
1968-06-27,3.9171883766427875,4.7053788885233,2.54352828914631,0.0007798235212814712,1,2,3
1968-06-28,3.9221537924683307,4.7160527228632585,2.5222415420650672,0.0007987371514618053,1,2,3
1968-06-29,3.927698118003696,4.725431958820279,2.498975744677459,0.0019277353837648308,1,2,3
1968-06-30,3.933374330501869,4.734243439292988,2.496669509606213,0.0019946605367106287,1,2,3
1968-07-01,3.9379961635888474,4.744006218770801,2.4843518762072527,0.0019946605367106287,1,2,3
1968-07-02,3.941437908452325,4.750734136635004,2.4695545466726028,0.0019946605367106287,1,2,3
1968-07-03,3.9423631621159205,4.753495458289356,2.449776569243797,0.0019946605367106287,1,2,3
1968-07-04,3.942935990813695,4.75443065775443,2.4534389889611203,0.0019946605367106287,1,2,3
1968-07-05,3.9437738766996535,4.755970248093322,2.456872151604211,0.0019568332763499605,1,2,3
1968-07-06,3.945277316853647,4.760806642720887,2.452721232127722,0.0019568332763499605,1,2,3
1968-07-07,3.9469391244692247,4.769438741456283,2.427634662910495,0.0017647871852881055,1,2,3
1968-07-08,3.949000771983151,4.779779144213449,2.406352850170254,0.0017502382389955407,1,2,3
1968-07-09,3.9513036182613934,4.788155381839394,2.395169356072295,0.001677493507532717,1,2,3
1968-07-10,3.9527491144702314,4.795337434824852,2.3678570194986177,0.0015290942553485565,1,2,3
1968-07-11,3.955300707963941,4.803914696189202,2.3389596207693244,0.0015290942553485565,1,2,3
1968-07-12,3.959089504742508,4.811910875397405,2.3336992336968425,0.0014708984701782973,1,2,3
1968-07-13,3.9640540279639573,4.819038731224829,2.330472933811129,0.0014708984701782973,1,2,3
1968-07-14,3.9706484466380423,4.8267539358510065,2.3306232414293344,0.0014708984701782973,1,2,3
1968-07-15,3.978822042615798,4.836047900668495,2.3319555134997874,0.0014708984701782973,1,2,3
1968-07-16,3.9866642784832473,4.845918937452794,2.343780851492657,0.0014708984701782973,1,2,3
1968-07-17,3.993221617679552,4.854487787634244,2.3507094253883993,0.0014708984701782973,1,2,3
1968-07-18,3.9981822750800666,4.862054926836972,2.346865194183399,0.0014708984701782973,1,2,3
1968-07-19,4.002236687685912,4.8685055922779,2.3464324904340206,0.0014708984701782973,1,2,3
1968-07-20,4.004750306438258,4.872066906280963,2.3547138328936077,0.0014708984701782973,1,2,3
1968-07-21,4.006575627812951,4.876566211579463,2.3358775554667375,0.0014708984701782973,1,2,3
1968-07-22,4.009929976837553,4.880995356860909,2.317570391221124,0.0014708984701782973,1,2,3
1968-07-23,4.0123300766939956,4.883544235957011,2.3400573218598515,0.0014708984701782973,1,2,3
1968-07-24,4.013651200810904,4.885337615123807,2.355372757199678,0.0014708984701782973,1,2,3
1968-07-25,4.015109758696045,4.889709902910538,2.3260308882155414,0.0014708984701782973,1,2,3
1968-07-26,4.0179793409133,4.897100923810941,2.2534364838341503,0.0014708984701782973,1,2,3
1968-07-27,4.022901545368309,4.905699690936112,2.1977596573593607,0.0014708984701782973,1,2,3
1968-07-28,4.028063512702412,4.912912438573738,2.198048126525613,0.0014708984701782973,1,2,3
1968-07-29,4.0317498259974,4.9181628993801585,2.202507632097053,0.0014519848399979632,1,2,3
1968-07-30,4.034287788357353,4.921661614679934,2.212707674076908,0.00011057199182349219,1,2,3
1968-07-31,4.035382139531867,4.9221572952467145,2.2317770042249343,1.4548946292564761e-05,1,2,3
1968-08-01,4.036801062235522,4.922203845841489,2.2561386048796077,0.0,1,2,3
1968-08-02,4.039546384227369,4.924847982022082,2.2587390025874923,0.0,1,2,3
1968-08-03,4.044541251027038,4.929915010206698,2.25983670367802,0.0,1,2,3
1968-08-04,4.049745101084806,4.9367235237871725,2.257931288921987,0.0,1,2,3
1968-08-05,4.055047337105299,4.944456218580754,2.2538836110418403,0.0,1,2,3
1968-08-06,4.059798297160513,4.9517570588073285,2.244274930852802,0.0,1,2,3
1968-08-07,4.0638989394847,4.956541840101195,2.262261362933306,0.0,1,2,3
1968-08-08,4.066803509534327,4.958905778946785,2.276843099722652,0.0,1,2,3
1968-08-09,4.069215596446807,4.9606481034009,2.278390584973717,0.0,1,2,3
1968-08-10,4.07026536311692,4.957901761855894,2.3036456809143866,0.0,1,2,3
1968-08-11,4.06701044695163,4.950607502377735,2.3269505734653153,0.0,1,2,3
1968-08-12,4.062819441762989,4.943883760788983,2.310004148642088,0.0,1,2,3
1968-08-13,4.060113834765413,4.938314116826103,2.3067926517793804,0.0,1,2,3
1968-08-14,4.056943246691047,4.9288851760816925,2.3333003112050914,0.0,1,2,3
1968-08-15,4.052683945718834,4.919805780941495,2.3790993461239043,0.0,1,2,3
1968-08-16,4.049464750317863,4.9127300400917235,2.381325493045046,0.0,1,2,3
1968-08-17,4.046145855939614,4.905008341462889,2.381933176117638,0.0,1,2,3
1968-08-18,4.043755837627071,4.895665695371189,2.389352906725393,3.782726036066838e-05,1,2,3
1968-08-19,4.042747475495758,4.88891752166232,2.3936078269276098,7.565452072133675e-05,1,2,3
1968-08-20,4.042968640917286,4.884827527790339,2.4086932460638195,7.565452072133675e-05,1,2,3
1968-08-21,4.044547162217913,4.880982244726056,2.4122941763009678,0.0001353052005208523,1,2,3
1968-08-22,4.044804621898885,4.8778844656175755,2.411129292259879,0.0001353052005208523,1,2,3
1968-08-23,4.04456635173414,4.876161278347595,2.4077488891090364,0.0001353052005208523,1,2,3
1968-08-24,4.042748091514797,4.875822668010583,2.3889832107149593,0.0001353052005208523,1,2,3
1968-08-25,4.039463714268603,4.873203531780113,2.357829679453822,0.0001353052005208523,1,2,3
1968-08-26,4.0347279922198,4.866846708998279,2.327783338400522,0.0001353052005208523,1,2,3
1968-08-27,4.028874769858328,4.858166514837078,2.297730544747451,0.0001353052005208523,1,2,3
1968-08-28,4.02299111250362,4.848741250827818,2.292511909791137,0.0001353052005208523,1,2,3
1968-08-29,4.017659920275071,4.838831080274299,2.301861347295241,0.0001585835145889559,1,2,3
1968-08-30,4.011589508216727,4.8303837595650005,2.30343122686316,0.0001585835145889559,1,2,3
1968-08-31,4.0066112843045145,4.825290198708654,2.2728664004399914,0.0001585835145889559,1,2,3
1968-09-01,4.002326665500773,4.8203987145746305,2.2567136453886496,0.0001585835145889559,1,2,3
1968-09-02,3.997444014504409,4.813093448290374,2.240900221172346,0.0001585835145889559,1,2,3
1968-09-03,3.991354265004866,4.803124419568858,2.2438938479015955,0.0002706104010417046,1,2,3
1968-09-04,3.9843391372144996,4.7900197879005395,2.2810293187155377,0.000513577804127536,1,2,3
1968-09-05,3.9763195279575068,4.775352085354663,2.3150333808168764,0.000513577804127536,1,2,3
1968-09-06,3.9673694222711644,4.761097139370921,2.34489031908865,0.000513577804127536,1,2,3
1968-09-07,3.958254729879494,4.74914705283844,2.340184855596511,0.000513577804127536,1,2,3
1968-09-08,3.950037365449806,4.738692286756743,2.328224772137826,0.000513577804127536,1,2,3
1968-09-09,3.9418520274369806,4.729875223333197,2.320234555797338,0.000513577804127536,1,2,3
1968-09-10,3.9350099903496516,4.724979238065474,2.2934262811352175,0.000513577804127536,1,2,3
1968-09-11,3.931150486264527,4.721923060785091,2.2794154096432964,0.000513577804127536,1,2,3
1968-09-12,3.926926946220169,4.717886317090056,2.268168528241701,0.000513577804127536,1,2,3
1968-09-13,3.920869427077957,4.714097177665838,2.2429126731716464,0.000513577804127536,1,2,3
1968-09-14,3.915962374426164,4.713579400276591,2.2011567613566703,0.000522307171903075,1,2,3
1968-09-15,3.9116854613151406,4.709917965146441,2.162823004808705,0.0005601344322637432,1,2,3
1968-09-16,3.907043167955426,4.700728413988013,2.185584360720065,0.0009704147177140696,1,2,3
1968-09-17,3.901489599832762,4.690682662483936,2.219119280861551,0.0013312285857696757,1,2,3
1968-09-18,3.895059495366249,4.6835353089771665,2.2538600780309093,0.0012934013254090073,1,2,3
1968-09-19,3.8871598973964683,4.673556256553422,2.251866224701539,0.0012555740650483389,1,2,3
1968-09-20,3.8787638209795734,4.66255685407556,2.231197788504276,0.003366626172099486,1,2,3
1968-09-21,3.870270414403189,4.650730487535919,2.2348955077379955,0.0071377130511322716,1,2,3
1968-09-22,3.863091297542465,4.639142516308979,2.2454159023182676,0.008268166178064553,1,2,3
1968-09-23,3.856132903556804,4.628679769918505,2.2374970441399578,0.008431114376541279,1,2,3
1968-09-24,3.8489582477616824,4.617690571331508,2.2504174262705074,0.008454392690609382,1,2,3
1968-09-25,3.8415522842585577,4.608090349613269,2.255475505361921,0.008573694050208414,1,2,3
1968-09-26,3.834421633752799,4.60119131129542,2.253452805115925,0.00864934857092975,1,2,3
1968-09-27,3.827963663738246,4.596448991633527,2.243483918033764,0.008937417707522533,1,2,3
1968-09-28,3.82268064840306,4.591395775650712,2.217387327169962,0.009522285348483636,1,2,3
1968-09-29,3.81799692494115,4.587042213571943,2.184583828190801,0.010037318047240429,1,2,3
1968-09-30,3.814058770931994,4.584688056679759,2.157587669005924,0.010785133886678257,1,2,3
1968-10-01,3.8111590605517627,4.582804682988631,2.1404457683660914,0.011023736605876319,1,2,3
1968-10-02,3.8076245659913455,4.577745848802729,2.122838521413332,0.011106665599743938,1,2,3
1968-10-03,3.800641037128192,4.5667539703335445,2.126587861445223,0.011692988135334299,1,2,3
1968-10-04,3.78984441242347,4.5511415110873505,2.131059133522129,0.011719176238660915,1,2,3
1968-10-05,3.7790316101850956,4.534365025822779,2.084029929435128,0.012114907577818676,1,2,3
1968-10-06,3.769848502427966,4.519719464739711,2.084043593764056,0.01257174449140521,1,2,3
1968-10-07,3.763474775658974,4.504405902290246,2.090686735011085,0.01300530309092364,1,2,3
1968-10-08,3.7567467171014446,4.485996314878678,2.081133850831835,0.015731775626150277,1,2,3
1968-10-09,3.748140576012408,4.466928560772726,2.124139289614313,0.01634865094895502,1,2,3
1968-10-10,3.74005924102844,4.449984020037236,2.1208951501880553,0.016598892825187134,1,2,3
1968-10-11,3.7345871553532537,4.4357965202421,2.097881383756225,0.01662217113925524,1,2,3
1968-10-12,3.732193562540675,4.425912816507929,2.085585385544734,0.01691896964362356,1,2,3
1968-10-13,3.732284667358231,4.418824299775982,2.0928965606504524,0.018088704925545766,1,2,3
1968-10-14,3.732662893464037,4.411244037982767,2.110537588860839,0.019942240683218516,1,2,3
1968-10-15,3.732002137296375,4.401863713691658,2.114077029617812,0.02300915856169117,1,2,3
1968-10-16,3.728598193968458,4.391157965946891,2.1526639558156333,0.027260360668378593,1,2,3
1968-10-17,3.721349807021221,4.378529654278777,2.1773394564709516,0.030717190307491978,1,2,3
1968-10-18,3.712664856797005,4.366234033858037,2.1466250815589634,0.032473248125004545,1,2,3
1968-10-19,3.704153676160421,4.353080826929416,2.1384974627998137,0.0329359046171081,1,2,3
1968-10-20,3.6953679775127375,4.343308617505636,2.1414675565181316,0.033942691700553584,1,2,3
1968-10-21,3.68690337200501,4.3327314481506845,2.121740440758112,0.032335033135225184,1,2,3
1968-10-22,3.677097983998811,4.3206725331685725,2.1156518435267326,0.029857347581601402,1,2,3
1968-10-23,3.6672017972682833,4.305782739834327,2.088252207073795,0.02909934747975878,1,2,3
1968-10-24,3.655598345796331,4.288271737562681,2.060667722615641,0.029089163217353983,1,2,3
1968-10-25,3.6444291448043544,4.270936661291509,2.0311057061098907,0.029489259240399513,1,2,3
1968-10-26,3.6344139937057123,4.255628934645798,2.0047289965030703,0.029783147955509324,1,2,3
1968-10-27,3.6253060713616185,4.23960399087105,1.9961572870537694,0.03070555115045793,1,2,3
1968-10-28,3.6162683651671097,4.221764586248076,1.9907090154585312,0.031796722122400284,1,2,3
1968-10-29,3.6063631907891414,4.207274801601738,1.9907925196908673,0.032848610939352714,1,2,3
1968-10-30,3.5979516367940616,4.194724763259376,1.9977841013255537,0.03418129441975165,1,2,3
1968-10-31,3.5910077828277913,4.179613132638929,1.9979017663802092,0.03528555944335732,1,2,3
1968-11-01,3.5829059805696293,4.1625574326288515,1.9994705072540506,0.044525595233765196,1,2,3
1968-11-02,3.575332343709205,4.14504184213865,2.026487542497012,0.0546138345930296,1,2,3
1968-11-03,3.5699602389700145,4.130550762492533,2.058577839419084,0.06321953632508166,1,2,3
1968-11-04,3.5670708712325423,4.117935543752284,2.0588742794438772,0.07607789505845039,1,2,3
1968-11-05,3.564780313250911,4.104805920342318,2.0475309886104025,0.09087999301650578,1,2,3
1968-11-06,3.5610801116952873,4.085554602995421,2.0042298689325158,0.10508412928193675,1,2,3
1968-11-07,3.5535020626421603,4.061920580812233,1.9868492221011411,0.1188445226854445,1,2,3
1968-11-08,3.543824120324807,4.036477466299408,2.02541868832311,0.13488910065688492,1,2,3
1968-11-09,3.534819085251697,4.01135748360686,2.0173252303862794,0.15288614722078753,1,2,3
1968-11-10,3.5248100481961457,3.9842438368341684,2.0329249596807406,0.19117751896818874,1,2,3
